,gH2AX_foci,pRPA_foci,RAD51_foci
U54-TMA-9_sceneF02_cell1114.0,,0.0,
U54-TMA-9_sceneF02_cell1136.0,,0.0,
U54-TMA-9_sceneF02_cell1170.0,,0.0,
U54-TMA-9_sceneF02_cell1179.0,,2.0,
U54-TMA-9_sceneF02_cell1223.0,,0.0,
U54-TMA-9_sceneF02_cell1230.0,,0.0,
U54-TMA-9_sceneF02_cell1269.0,,0.0,
U54-TMA-9_sceneF02_cell1277.0,,5.0,
U54-TMA-9_sceneF02_cell1285.0,,0.0,
U54-TMA-9_sceneF02_cell1315.0,,0.0,
U54-TMA-9_sceneF02_cell1316.0,,0.0,
U54-TMA-9_sceneF02_cell1317.0,1.0,,
U54-TMA-9_sceneF02_cell1334.0,,0.0,
U54-TMA-9_sceneF02_cell1367.0,,0.0,
U54-TMA-9_sceneF02_cell1372.0,,0.0,
U54-TMA-9_sceneF02_cell1386.0,0.0,,
U54-TMA-9_sceneF02_cell1390.0,0.0,,
U54-TMA-9_sceneF02_cell1408.0,3.0,,
U54-TMA-9_sceneF02_cell1413.0,1.0,,
U54-TMA-9_sceneF02_cell1426.0,,0.0,
U54-TMA-9_sceneF02_cell1473.0,1.0,,
U54-TMA-9_sceneF02_cell1536.0,2.0,,
U54-TMA-9_sceneF02_cell1537.0,2.0,,
U54-TMA-9_sceneF02_cell1539.0,0.0,,
U54-TMA-9_sceneF02_cell1574.0,,0.0,
U54-TMA-9_sceneF02_cell1592.0,0.0,,
U54-TMA-9_sceneF02_cell1597.0,,1.0,
U54-TMA-9_sceneF02_cell1599.0,2.0,,
U54-TMA-9_sceneF02_cell1604.0,0.0,,
U54-TMA-9_sceneF02_cell1618.0,0.0,,
U54-TMA-9_sceneF02_cell1637.0,,0.0,
U54-TMA-9_sceneF02_cell1640.0,,0.0,
U54-TMA-9_sceneF02_cell1645.0,,0.0,
U54-TMA-9_sceneF02_cell1651.0,,0.0,
U54-TMA-9_sceneF02_cell1652.0,,1.0,
U54-TMA-9_sceneF02_cell1666.0,0.0,,
U54-TMA-9_sceneF02_cell1679.0,,0.0,
U54-TMA-9_sceneF02_cell1683.0,,0.0,
U54-TMA-9_sceneF02_cell1691.0,0.0,,
U54-TMA-9_sceneF02_cell1700.0,,2.0,
U54-TMA-9_sceneF02_cell1702.0,,0.0,
U54-TMA-9_sceneF02_cell1707.0,,0.0,
U54-TMA-9_sceneF02_cell1716.0,,0.0,
U54-TMA-9_sceneF02_cell1720.0,,0.0,
U54-TMA-9_sceneF02_cell1721.0,,0.0,
U54-TMA-9_sceneF02_cell1728.0,,0.0,
U54-TMA-9_sceneF02_cell1757.0,,0.0,
U54-TMA-9_sceneF02_cell1796.0,,0.0,
U54-TMA-9_sceneF02_cell1852.0,,1.0,
U54-TMA-9_sceneF02_cell1853.0,,0.0,
U54-TMA-9_sceneF02_cell1854.0,,0.0,
U54-TMA-9_sceneF02_cell1905.0,2.0,,
U54-TMA-9_sceneF02_cell1938.0,,0.0,
U54-TMA-9_sceneF02_cell1943.0,,0.0,
U54-TMA-9_sceneF02_cell1956.0,,0.0,
U54-TMA-9_sceneF02_cell1965.0,1.0,,
U54-TMA-9_sceneF02_cell1977.0,,0.0,
U54-TMA-9_sceneF02_cell1982.0,,0.0,
U54-TMA-9_sceneF02_cell1983.0,,0.0,
U54-TMA-9_sceneF02_cell1984.0,,0.0,
U54-TMA-9_sceneF02_cell1986.0,,0.0,
U54-TMA-9_sceneF02_cell1994.0,,0.0,
U54-TMA-9_sceneF02_cell2050.0,,0.0,
U54-TMA-9_sceneF02_cell2074.0,,0.0,
U54-TMA-9_sceneF02_cell2079.0,,0.0,
U54-TMA-9_sceneF02_cell2116.0,,1.0,
U54-TMA-9_sceneF02_cell2139.0,1.0,,
U54-TMA-9_sceneF02_cell2154.0,1.0,,
U54-TMA-9_sceneF02_cell2161.0,,0.0,
U54-TMA-9_sceneF02_cell2180.0,,0.0,
U54-TMA-9_sceneF02_cell2247.0,,0.0,
U54-TMA-9_sceneF02_cell2370.0,,0.0,
U54-TMA-9_sceneF02_cell2445.0,,0.0,
U54-TMA-9_sceneF02_cell2456.0,,0.0,
U54-TMA-9_sceneF02_cell2486.0,0.0,,
U54-TMA-9_sceneF02_cell2510.0,,1.0,
U54-TMA-9_sceneF02_cell2535.0,,1.0,
U54-TMA-9_sceneF02_cell2568.0,,0.0,
U54-TMA-9_sceneF02_cell2676.0,,0.0,
U54-TMA-9_sceneF02_cell2679.0,,0.0,
U54-TMA-9_sceneF02_cell2782.0,,0.0,
U54-TMA-9_sceneF02_cell2801.0,,0.0,
U54-TMA-9_sceneF02_cell2835.0,,0.0,
U54-TMA-9_sceneF02_cell2965.0,,0.0,
U54-TMA-9_sceneF02_cell2976.0,,0.0,
U54-TMA-9_sceneF02_cell2988.0,1.0,,
U54-TMA-9_sceneF02_cell3265.0,,0.0,
U54-TMA-9_sceneF02_cell3568.0,2.0,,
U54-TMA-9_sceneF02_cell3574.0,,0.0,
U54-TMA-9_sceneF02_cell3578.0,2.0,,
U54-TMA-9_sceneF02_cell3800.0,,0.0,
U54-TMA-9_sceneF02_cell3841.0,,0.0,
U54-TMA-9_sceneF02_cell3842.0,,0.0,
U54-TMA-9_sceneF02_cell3900.0,2.0,,
U54-TMA-9_sceneF02_cell4007.0,,1.0,
U54-TMA-9_sceneF02_cell4679.0,,0.0,
U54-TMA-9_sceneF02_cell4712.0,,2.0,
U54-TMA-9_sceneF02_cell4763.0,,1.0,
U54-TMA-9_sceneF02_cell4766.0,,0.0,
U54-TMA-9_sceneF02_cell4810.0,,0.0,
U54-TMA-9_sceneF02_cell4845.0,7.0,,
U54-TMA-9_sceneF02_cell4868.0,,1.0,
U54-TMA-9_sceneF02_cell5177.0,,0.0,
U54-TMA-9_sceneF02_cell5215.0,,0.0,
U54-TMA-9_sceneF02_cell5385.0,,0.0,
U54-TMA-9_sceneF02_cell5518.0,,0.0,
U54-TMA-9_sceneF02_cell5535.0,,0.0,
U54-TMA-9_sceneF02_cell5563.0,,0.0,
U54-TMA-9_sceneF02_cell5707.0,,0.0,
U54-TMA-9_sceneF02_cell5802.0,,0.0,
U54-TMA-9_sceneF02_cell5924.0,,0.0,
U54-TMA-9_sceneF02_cell5930.0,,0.0,
U54-TMA-9_sceneF02_cell5942.0,,0.0,
U54-TMA-9_sceneF02_cell6151.0,,0.0,
U54-TMA-9_sceneF02_cell6162.0,,0.0,
U54-TMA-9_sceneF02_cell6184.0,,0.0,
U54-TMA-9_sceneF02_cell6201.0,,3.0,
U54-TMA-9_sceneF02_cell6227.0,,0.0,
U54-TMA-9_sceneF02_cell6262.0,,0.0,
U54-TMA-9_sceneF02_cell6272.0,,1.0,
U54-TMA-9_sceneF02_cell6276.0,,0.0,
U54-TMA-9_sceneF02_cell6291.0,,0.0,
U54-TMA-9_sceneF02_cell6292.0,,1.0,
U54-TMA-9_sceneF02_cell6811.0,1.0,,
U54-TMA-9_sceneF02_cell6957.0,,0.0,
U54-TMA-9_sceneF02_cell6969.0,1.0,,
U54-TMA-9_sceneF02_cell6982.0,,1.0,
U54-TMA-9_sceneF02_cell7064.0,,0.0,
U54-TMA-9_sceneF02_cell7081.0,,2.0,
U54-TMA-9_sceneF02_cell7117.0,,0.0,
U54-TMA-9_sceneF02_cell7124.0,,1.0,
U54-TMA-9_sceneF03_cell246.0,1.0,,
U54-TMA-9_sceneF03_cell258.0,3.0,,
U54-TMA-9_sceneF03_cell275.0,2.0,,
U54-TMA-9_sceneF03_cell328.0,0.0,,
U54-TMA-9_sceneF03_cell360.0,0.0,,
U54-TMA-9_sceneF03_cell398.0,1.0,,
U54-TMA-9_sceneF03_cell440.0,1.0,,
U54-TMA-9_sceneF03_cell441.0,1.0,,
U54-TMA-9_sceneF03_cell655.0,0.0,,
U54-TMA-9_sceneF03_cell721.0,0.0,,
U54-TMA-9_sceneF03_cell1191.0,4.0,,
U54-TMA-9_sceneF03_cell1347.0,1.0,,
U54-TMA-9_sceneF03_cell1508.0,0.0,,
U54-TMA-9_sceneF03_cell1514.0,2.0,,
U54-TMA-9_sceneF03_cell1711.0,1.0,,
U54-TMA-9_sceneF03_cell1753.0,1.0,,
U54-TMA-9_sceneF03_cell1781.0,3.0,,
U54-TMA-9_sceneF03_cell1786.0,3.0,,
U54-TMA-9_sceneF03_cell1856.0,,0.0,
U54-TMA-9_sceneF03_cell1865.0,1.0,,
U54-TMA-9_sceneF03_cell1889.0,1.0,,
U54-TMA-9_sceneF03_cell1959.0,1.0,,
U54-TMA-9_sceneF03_cell1985.0,,0.0,
U54-TMA-9_sceneF03_cell2023.0,,1.0,
U54-TMA-9_sceneF03_cell2077.0,1.0,,
U54-TMA-9_sceneF03_cell2264.0,,0.0,
U54-TMA-9_sceneF03_cell2471.0,,0.0,
U54-TMA-9_sceneF03_cell2479.0,,0.0,
U54-TMA-9_sceneF03_cell2570.0,,0.0,
U54-TMA-9_sceneF03_cell2669.0,,0.0,
U54-TMA-9_sceneF03_cell2775.0,,0.0,
U54-TMA-9_sceneF03_cell3163.0,,0.0,
U54-TMA-9_sceneF03_cell3186.0,,1.0,
U54-TMA-9_sceneF03_cell3257.0,1.0,,
U54-TMA-9_sceneF03_cell3268.0,,0.0,
U54-TMA-9_sceneF03_cell3572.0,1.0,,
U54-TMA-9_sceneF03_cell4403.0,1.0,,
U54-TMA-9_sceneF03_cell5503.0,0.0,0.0,
U54-TMA-9_sceneF03_cell5607.0,3.0,,
U54-TMA-9_sceneF03_cell6885.0,1.0,,
U54-TMA-9_sceneF03_cell6900.0,,0.0,
U54-TMA-9_sceneF03_cell7908.0,,0.0,
U54-TMA-9_sceneF03_cell8338.0,,0.0,
U54-TMA-9_sceneF03_cell8386.0,3.0,,
U54-TMA-9_sceneF03_cell8434.0,5.0,,
U54-TMA-9_sceneF03_cell9558.0,1.0,,
U54-TMA-9_sceneF03_cell10550.0,1.0,,
U54-TMA-9_sceneF03_cell10661.0,,,0.0
U54-TMA-9_sceneF03_cell10924.0,,,0.0
U54-TMA-9_sceneF04_cell738.0,,,0.0
U54-TMA-9_sceneF04_cell1038.0,,,0.0
U54-TMA-9_sceneF04_cell1046.0,,,0.0
U54-TMA-9_sceneF04_cell1238.0,,,0.0
U54-TMA-9_sceneF04_cell1247.0,,,0.0
U54-TMA-9_sceneF04_cell1473.0,,0.0,
U54-TMA-9_sceneF04_cell1488.0,,,0.0
U54-TMA-9_sceneF04_cell1567.0,,0.0,
U54-TMA-9_sceneF04_cell1644.0,,,0.0
U54-TMA-9_sceneF04_cell1798.0,,0.0,
U54-TMA-9_sceneF04_cell1800.0,,0.0,
U54-TMA-9_sceneF05_cell55.0,,0.0,
U54-TMA-9_sceneF05_cell336.0,,0.0,
U54-TMA-9_sceneF05_cell361.0,,0.0,
U54-TMA-9_sceneF05_cell381.0,,0.0,
U54-TMA-9_sceneF05_cell400.0,0.0,,
U54-TMA-9_sceneF05_cell401.0,,0.0,
U54-TMA-9_sceneF05_cell417.0,,0.0,
U54-TMA-9_sceneF05_cell463.0,,0.0,
U54-TMA-9_sceneF05_cell467.0,,0.0,
U54-TMA-9_sceneF05_cell602.0,,0.0,
U54-TMA-9_sceneF05_cell603.0,,0.0,
U54-TMA-9_sceneF05_cell608.0,,,0.0
U54-TMA-9_sceneF05_cell643.0,,0.0,
U54-TMA-9_sceneF05_cell653.0,,0.0,
U54-TMA-9_sceneF05_cell743.0,,0.0,
U54-TMA-9_sceneF05_cell773.0,,0.0,
U54-TMA-9_sceneF05_cell785.0,,0.0,
U54-TMA-9_sceneF05_cell808.0,,0.0,
U54-TMA-9_sceneF05_cell855.0,,0.0,
U54-TMA-9_sceneF05_cell875.0,,0.0,
U54-TMA-9_sceneF05_cell891.0,,0.0,
U54-TMA-9_sceneF05_cell893.0,,0.0,
U54-TMA-9_sceneF05_cell932.0,,0.0,
U54-TMA-9_sceneF05_cell957.0,,0.0,
U54-TMA-9_sceneF05_cell966.0,,0.0,
U54-TMA-9_sceneF05_cell990.0,,0.0,
U54-TMA-9_sceneF05_cell999.0,,0.0,0.0
U54-TMA-9_sceneF05_cell1016.0,,0.0,0.0
U54-TMA-9_sceneF05_cell1054.0,,0.0,
U54-TMA-9_sceneF05_cell1056.0,,0.0,0.0
U54-TMA-9_sceneF05_cell1079.0,,0.0,
U54-TMA-9_sceneF05_cell1114.0,,,0.0
U54-TMA-9_sceneF05_cell1135.0,,,0.0
U54-TMA-9_sceneF05_cell1159.0,,0.0,0.0
U54-TMA-9_sceneF05_cell1168.0,,0.0,
U54-TMA-9_sceneF05_cell1211.0,,,0.0
U54-TMA-9_sceneF05_cell1216.0,,,0.0
U54-TMA-9_sceneF05_cell1224.0,2.0,,
U54-TMA-9_sceneF05_cell1270.0,0.0,,
U54-TMA-9_sceneF05_cell1624.0,,0.0,
U54-TMA-9_sceneF05_cell1660.0,,0.0,
U54-TMA-9_sceneF05_cell1694.0,,0.0,
U54-TMA-9_sceneF05_cell1741.0,1.0,,
U54-TMA-9_sceneF05_cell1747.0,,0.0,
U54-TMA-9_sceneF05_cell1794.0,,0.0,
U54-TMA-9_sceneF05_cell1797.0,,0.0,
U54-TMA-9_sceneF05_cell1800.0,,0.0,
U54-TMA-9_sceneF05_cell1835.0,,0.0,
U54-TMA-9_sceneF05_cell1863.0,2.0,,
U54-TMA-9_sceneF05_cell1869.0,,0.0,
U54-TMA-9_sceneF05_cell1877.0,,0.0,
U54-TMA-9_sceneF05_cell1900.0,,0.0,
U54-TMA-9_sceneF05_cell1919.0,,0.0,
U54-TMA-9_sceneF05_cell1923.0,1.0,,
U54-TMA-9_sceneF05_cell1926.0,,0.0,
U54-TMA-9_sceneF05_cell1937.0,,0.0,
U54-TMA-9_sceneF05_cell1938.0,,0.0,
U54-TMA-9_sceneF05_cell1948.0,,0.0,
U54-TMA-9_sceneF05_cell1954.0,,0.0,
U54-TMA-9_sceneF05_cell1957.0,,0.0,
U54-TMA-9_sceneF05_cell1959.0,1.0,,
U54-TMA-9_sceneF05_cell1962.0,,0.0,
U54-TMA-9_sceneF05_cell1965.0,,0.0,
U54-TMA-9_sceneF05_cell1966.0,0.0,,
U54-TMA-9_sceneF05_cell1970.0,3.0,,
U54-TMA-9_sceneF05_cell1971.0,,0.0,
U54-TMA-9_sceneF05_cell1991.0,,0.0,
U54-TMA-9_sceneF05_cell2052.0,,0.0,
U54-TMA-9_sceneF05_cell2073.0,,1.0,
U54-TMA-9_sceneF05_cell2076.0,,0.0,
U54-TMA-9_sceneF05_cell2079.0,3.0,,
U54-TMA-9_sceneF05_cell2081.0,1.0,,
U54-TMA-9_sceneF05_cell2103.0,,0.0,
U54-TMA-9_sceneF05_cell2142.0,,0.0,
U54-TMA-9_sceneF05_cell2144.0,,0.0,
U54-TMA-9_sceneF05_cell2146.0,2.0,,
U54-TMA-9_sceneF05_cell2159.0,0.0,,
U54-TMA-9_sceneF05_cell2167.0,,0.0,
U54-TMA-9_sceneF05_cell2179.0,,0.0,
U54-TMA-9_sceneF05_cell2180.0,,0.0,
U54-TMA-9_sceneF05_cell2185.0,0.0,,
U54-TMA-9_sceneF05_cell2187.0,0.0,,
U54-TMA-9_sceneF05_cell2199.0,,0.0,
U54-TMA-9_sceneF05_cell2200.0,0.0,,
U54-TMA-9_sceneF05_cell2206.0,,0.0,
U54-TMA-9_sceneF05_cell2215.0,,0.0,
U54-TMA-9_sceneF05_cell2216.0,,0.0,
U54-TMA-9_sceneF05_cell2229.0,,0.0,
U54-TMA-9_sceneF05_cell2231.0,1.0,,
U54-TMA-9_sceneF05_cell2232.0,,0.0,
U54-TMA-9_sceneF05_cell2234.0,1.0,,
U54-TMA-9_sceneF05_cell2237.0,,0.0,
U54-TMA-9_sceneF05_cell2240.0,,0.0,
U54-TMA-9_sceneF05_cell2243.0,,0.0,
U54-TMA-9_sceneF05_cell2245.0,,,0.0
U54-TMA-9_sceneF05_cell2254.0,,0.0,
U54-TMA-9_sceneF05_cell2267.0,,0.0,
U54-TMA-9_sceneF05_cell2286.0,,0.0,
U54-TMA-9_sceneF05_cell2308.0,,0.0,
U54-TMA-9_sceneF05_cell2315.0,1.0,,
U54-TMA-9_sceneF05_cell2335.0,,0.0,
U54-TMA-9_sceneF05_cell2338.0,1.0,,
U54-TMA-9_sceneF05_cell2342.0,,0.0,
U54-TMA-9_sceneF05_cell2343.0,4.0,,
U54-TMA-9_sceneF05_cell2356.0,,0.0,
U54-TMA-9_sceneF05_cell2374.0,,0.0,
U54-TMA-9_sceneF05_cell2385.0,,0.0,
U54-TMA-9_sceneF05_cell2388.0,1.0,,
U54-TMA-9_sceneF05_cell2400.0,,0.0,
U54-TMA-9_sceneF05_cell2401.0,,0.0,
U54-TMA-9_sceneF05_cell2410.0,1.0,,
U54-TMA-9_sceneF05_cell2422.0,,0.0,
U54-TMA-9_sceneF05_cell2425.0,0.0,,
U54-TMA-9_sceneF05_cell2438.0,,0.0,
U54-TMA-9_sceneF05_cell2443.0,,0.0,
U54-TMA-9_sceneF05_cell2453.0,,0.0,
U54-TMA-9_sceneF05_cell2509.0,,0.0,
U54-TMA-9_sceneF05_cell2524.0,,0.0,
U54-TMA-9_sceneF05_cell2532.0,,0.0,
U54-TMA-9_sceneF05_cell2555.0,,0.0,
U54-TMA-9_sceneF05_cell2559.0,,0.0,
U54-TMA-9_sceneF05_cell2568.0,,0.0,
U54-TMA-9_sceneF05_cell2574.0,,0.0,
U54-TMA-9_sceneF05_cell2577.0,,1.0,
U54-TMA-9_sceneF05_cell2586.0,,0.0,
U54-TMA-9_sceneF05_cell2605.0,,0.0,
U54-TMA-9_sceneF05_cell2606.0,1.0,,
U54-TMA-9_sceneF05_cell2617.0,,0.0,
U54-TMA-9_sceneF05_cell2624.0,4.0,,
U54-TMA-9_sceneF05_cell2655.0,,0.0,
U54-TMA-9_sceneF05_cell2661.0,1.0,,
U54-TMA-9_sceneF05_cell2662.0,,0.0,
U54-TMA-9_sceneF05_cell2672.0,,0.0,
U54-TMA-9_sceneF05_cell2674.0,,0.0,
U54-TMA-9_sceneF05_cell2676.0,,0.0,
U54-TMA-9_sceneF05_cell2682.0,0.0,,
U54-TMA-9_sceneF05_cell2686.0,,0.0,
U54-TMA-9_sceneF05_cell2689.0,,0.0,
U54-TMA-9_sceneF05_cell2695.0,,0.0,
U54-TMA-9_sceneF05_cell2698.0,,0.0,
U54-TMA-9_sceneF05_cell2709.0,,0.0,
U54-TMA-9_sceneF05_cell2712.0,,0.0,
U54-TMA-9_sceneF05_cell2714.0,,0.0,
U54-TMA-9_sceneF05_cell2728.0,,0.0,
U54-TMA-9_sceneF05_cell2731.0,,0.0,
U54-TMA-9_sceneF05_cell2738.0,,0.0,
U54-TMA-9_sceneF05_cell2740.0,,0.0,
U54-TMA-9_sceneF05_cell2747.0,,0.0,
U54-TMA-9_sceneF05_cell2753.0,,0.0,
U54-TMA-9_sceneF05_cell2761.0,,0.0,
U54-TMA-9_sceneF05_cell2768.0,,0.0,
U54-TMA-9_sceneF05_cell2788.0,,0.0,
U54-TMA-9_sceneF05_cell2807.0,,0.0,
U54-TMA-9_sceneF05_cell2812.0,,0.0,
U54-TMA-9_sceneF05_cell2823.0,,0.0,
U54-TMA-9_sceneF05_cell2833.0,,0.0,
U54-TMA-9_sceneF05_cell2845.0,,0.0,
U54-TMA-9_sceneF05_cell2880.0,,0.0,
U54-TMA-9_sceneF05_cell2886.0,,0.0,
U54-TMA-9_sceneF05_cell2895.0,,0.0,
U54-TMA-9_sceneF05_cell2901.0,,0.0,
U54-TMA-9_sceneF05_cell2909.0,,0.0,
U54-TMA-9_sceneF05_cell2913.0,,0.0,
U54-TMA-9_sceneF05_cell2915.0,,0.0,
U54-TMA-9_sceneF05_cell2921.0,,0.0,
U54-TMA-9_sceneF05_cell2922.0,,0.0,
U54-TMA-9_sceneF05_cell2931.0,,0.0,
U54-TMA-9_sceneF05_cell2932.0,,0.0,
U54-TMA-9_sceneF05_cell2937.0,,0.0,
U54-TMA-9_sceneF05_cell2942.0,,0.0,
U54-TMA-9_sceneF05_cell2944.0,,0.0,
U54-TMA-9_sceneF05_cell2949.0,,0.0,
U54-TMA-9_sceneF05_cell2951.0,,0.0,
U54-TMA-9_sceneF05_cell2962.0,,0.0,
U54-TMA-9_sceneF05_cell2964.0,,0.0,
U54-TMA-9_sceneF05_cell2971.0,,0.0,
U54-TMA-9_sceneF05_cell2983.0,,0.0,
U54-TMA-9_sceneF05_cell2985.0,,0.0,
U54-TMA-9_sceneF05_cell3001.0,,0.0,
U54-TMA-9_sceneF05_cell3004.0,,0.0,
U54-TMA-9_sceneF05_cell3012.0,,0.0,
U54-TMA-9_sceneF05_cell3019.0,,0.0,
U54-TMA-9_sceneF05_cell3056.0,,0.0,
U54-TMA-9_sceneF05_cell3057.0,,0.0,
U54-TMA-9_sceneF05_cell3058.0,,0.0,
U54-TMA-9_sceneF05_cell3066.0,,0.0,
U54-TMA-9_sceneF05_cell3071.0,,0.0,
U54-TMA-9_sceneF05_cell3074.0,,0.0,
U54-TMA-9_sceneF05_cell3089.0,,0.0,
U54-TMA-9_sceneF05_cell3114.0,,0.0,
U54-TMA-9_sceneF05_cell3115.0,,0.0,
U54-TMA-9_sceneF05_cell3117.0,,0.0,
U54-TMA-9_sceneF05_cell3132.0,,0.0,
U54-TMA-9_sceneF05_cell3133.0,,0.0,
U54-TMA-9_sceneF05_cell3140.0,,0.0,
U54-TMA-9_sceneF05_cell3146.0,,0.0,
U54-TMA-9_sceneF05_cell3191.0,,,0.0
U54-TMA-9_sceneF05_cell3199.0,,,0.0
U54-TMA-9_sceneF05_cell3200.0,,,0.0
U54-TMA-9_sceneF05_cell3333.0,,,0.0
U54-TMA-9_sceneF05_cell3344.0,,0.0,0.0
U54-TMA-9_sceneF05_cell3348.0,,0.0,0.0
U54-TMA-9_sceneF05_cell3478.0,,,0.0
U54-TMA-9_sceneF05_cell3483.0,,,0.0
U54-TMA-9_sceneF05_cell3539.0,,0.0,
U54-TMA-9_sceneF05_cell3553.0,,0.0,
U54-TMA-9_sceneF05_cell3605.0,,0.0,0.0
U54-TMA-9_sceneF05_cell3610.0,,,0.0
U54-TMA-9_sceneF05_cell3661.0,,0.0,0.0
U54-TMA-9_sceneF05_cell3682.0,,0.0,0.0
U54-TMA-9_sceneF05_cell3683.0,,2.0,0.0
U54-TMA-9_sceneF05_cell3693.0,,0.0,0.0
U54-TMA-9_sceneF05_cell3701.0,,1.0,0.0
U54-TMA-9_sceneF05_cell3710.0,,,0.0
U54-TMA-9_sceneF05_cell3718.0,,0.0,0.0
U54-TMA-9_sceneF05_cell3722.0,,,0.0
U54-TMA-9_sceneF05_cell3725.0,,0.0,
U54-TMA-9_sceneF05_cell3726.0,,0.0,
U54-TMA-9_sceneF05_cell3728.0,,,1.0
U54-TMA-9_sceneF05_cell3734.0,,,0.0
U54-TMA-9_sceneF05_cell3737.0,,,0.0
U54-TMA-9_sceneF05_cell3742.0,,,0.0
U54-TMA-9_sceneF05_cell3747.0,,0.0,
U54-TMA-9_sceneF05_cell3756.0,,0.0,
U54-TMA-9_sceneF05_cell3757.0,,2.0,
U54-TMA-9_sceneF05_cell3765.0,,0.0,
U54-TMA-9_sceneF05_cell3766.0,,,1.0
U54-TMA-9_sceneF06_cell27.0,,,0.0
U54-TMA-9_sceneF06_cell128.0,,0.0,
U54-TMA-9_sceneF06_cell129.0,,0.0,
U54-TMA-9_sceneF06_cell415.0,,,0.0
U54-TMA-9_sceneF06_cell430.0,,,0.0
U54-TMA-9_sceneF06_cell658.0,,,0.0
U54-TMA-9_sceneF06_cell764.0,,,0.0
U54-TMA-9_sceneF06_cell815.0,,,0.0
U54-TMA-9_sceneF06_cell882.0,2.0,,
U54-TMA-9_sceneF06_cell982.0,,0.0,
U54-TMA-9_sceneF06_cell1801.0,,0.0,
U54-TMA-9_sceneF06_cell1838.0,1.0,,
U54-TMA-9_sceneF06_cell1904.0,,,0.0
U54-TMA-9_sceneF06_cell1911.0,,0.0,
U54-TMA-9_sceneF06_cell2158.0,,0.0,
U54-TMA-9_sceneF06_cell2238.0,,1.0,
U54-TMA-9_sceneF06_cell2339.0,,0.0,
U54-TMA-9_sceneF06_cell2796.0,,,0.0
U54-TMA-9_sceneF06_cell3080.0,,,0.0
U54-TMA-9_sceneF06_cell3255.0,,1.0,
U54-TMA-9_sceneF06_cell3324.0,,0.0,
U54-TMA-9_sceneF06_cell3366.0,,0.0,
U54-TMA-9_sceneF06_cell3489.0,,0.0,
U54-TMA-9_sceneF06_cell3500.0,,0.0,
U54-TMA-9_sceneF06_cell3566.0,,0.0,
U54-TMA-9_sceneF06_cell3653.0,,0.0,
U54-TMA-9_sceneF06_cell3801.0,,0.0,
U54-TMA-9_sceneF06_cell3841.0,,,0.0
U54-TMA-9_sceneF06_cell3873.0,,,0.0
U54-TMA-9_sceneF06_cell3903.0,,0.0,
U54-TMA-9_sceneF06_cell4032.0,,0.0,
U54-TMA-9_sceneF06_cell4045.0,,,0.0
U54-TMA-9_sceneF06_cell4073.0,0.0,,
U54-TMA-9_sceneF06_cell4113.0,,0.0,
U54-TMA-9_sceneF06_cell4119.0,,0.0,
U54-TMA-9_sceneF06_cell4127.0,,0.0,
U54-TMA-9_sceneF06_cell4147.0,,1.0,
U54-TMA-9_sceneF06_cell4195.0,,0.0,
U54-TMA-9_sceneF06_cell4357.0,,0.0,
U54-TMA-9_sceneF06_cell4403.0,,0.0,
U54-TMA-9_sceneF06_cell4538.0,,,0.0
U54-TMA-9_sceneF06_cell4543.0,,0.0,
U54-TMA-9_sceneF06_cell4718.0,,,0.0
U54-TMA-9_sceneF06_cell4760.0,,,0.0
U54-TMA-9_sceneF06_cell4779.0,,,0.0
U54-TMA-9_sceneF06_cell5096.0,,,0.0
U54-TMA-9_sceneF06_cell5157.0,,,0.0
U54-TMA-9_sceneF06_cell5164.0,,,0.0
U54-TMA-9_sceneF06_cell5224.0,,,0.0
U54-TMA-9_sceneF06_cell5487.0,,0.0,
U54-TMA-9_sceneF06_cell5529.0,,0.0,
U54-TMA-9_sceneF06_cell5618.0,,,1.0
U54-TMA-9_sceneF06_cell5811.0,,1.0,
U54-TMA-9_sceneF06_cell5935.0,,0.0,
U54-TMA-9_sceneF06_cell6204.0,,,0.0
U54-TMA-9_sceneF06_cell6260.0,,0.0,
U54-TMA-9_sceneF06_cell6473.0,5.0,,
U54-TMA-9_sceneF06_cell6480.0,,,0.0
U54-TMA-9_sceneF06_cell6568.0,,,0.0
U54-TMA-9_sceneF06_cell6573.0,,0.0,
U54-TMA-9_sceneF06_cell6577.0,,,0.0
U54-TMA-9_sceneF06_cell6612.0,,0.0,
U54-TMA-9_sceneF06_cell6669.0,,0.0,
U54-TMA-9_sceneF06_cell6734.0,,0.0,
U54-TMA-9_sceneF06_cell6961.0,,0.0,
U54-TMA-9_sceneF06_cell7204.0,,,0.0
U54-TMA-9_sceneF06_cell7894.0,,0.0,
U54-TMA-9_sceneF06_cell7963.0,,0.0,
U54-TMA-9_sceneF06_cell8343.0,1.0,,
U54-TMA-9_sceneF06_cell8678.0,1.0,,
U54-TMA-9_sceneF06_cell8818.0,,0.0,
U54-TMA-9_sceneF06_cell8914.0,0.0,,
U54-TMA-9_sceneF06_cell8970.0,,0.0,
U54-TMA-9_sceneF06_cell9092.0,,,0.0
U54-TMA-9_sceneF06_cell9159.0,,0.0,
U54-TMA-9_sceneF06_cell9315.0,,,0.0
U54-TMA-9_sceneF06_cell9659.0,,0.0,
U54-TMA-9_sceneF06_cell9773.0,,,0.0
U54-TMA-9_sceneF06_cell9857.0,2.0,,
U54-TMA-9_sceneF06_cell10186.0,,,0.0
U54-TMA-9_sceneF06_cell10214.0,,,1.0
